Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
48.701473,-64.292763,65.3,28.12,-7
48.700651,-64.292318,62.2,28.217,-5
48.699829,-64.291872,71.7,28.314,3
48.699007,-64.291427,85.1,28.412,12
48.698184,-64.290981,92.6,28.509,11
48.697362,-64.290536,94.5,28.606,5
48.69654,-64.29009,90.7,28.703,-1
48.696075,-64.28983,86.8,28.758,-5
48.69561,-64.28957,83,28.814,-7
48.69512,-64.28928,80.6,28.872,-5
48.69463,-64.28899,78.9,28.931,-4
48.69411,-64.28859,78.6,28.996,-2
48.69383,-64.28831,79.9,29.033,1
48.6933,-64.28767,82,29.109,3
48.69288,-64.287,83.7,29.176,3
48.6925,-64.28639,82.4,29.238,0
48.69224,-64.28609,83.1,29.274,1
48.69193,-64.28589,87,29.312,2
48.69166,-64.28581,91.1,29.343,8
48.69145,-64.28578,94.6,29.366,10
48.69124,-64.28576,98.2,29.389,13
48.69091,-64.28579,102,29.426,13
48.69065,-64.28583,103.9,29.455,11
48.69045,-64.28583,104.6,29.478,9
48.69028,-64.2858,105.6,29.497,7
48.68987,-64.28561,107.9,29.544,5
48.68951,-64.28537,110,29.588,5
48.68925,-64.28514,111.6,29.622,5
48.68887,-64.28475,113.8,29.673,5
48.68835,-64.28423,116.8,29.742,4
48.68779,-64.28367,119,29.817,4
48.68744,-64.28338,120.1,29.861,3
48.68717,-64.28319,121.6,29.894,3
48.68692,-64.28307,123.3,29.924,4
48.68613,-64.282675,129.3,30.016,6
48.68534,-64.28228,127.8,30.109,2
48.68467,-64.281945,121.3,30.187,-5
48.684,-64.28161,118,30.266,-6
48.68354,-64.28134,117.8,30.321,-3
48.68308,-64.28107,118.2,30.376,0
48.682455,-64.28063,118.8,30.452,1
48.68183,-64.28019,120.6,30.529,2
48.681095,-64.279725,125.1,30.618,4
48.68036,-64.27926,129.2,30.707,5
48.67972,-64.27883,132.4,30.784,4
48.67908,-64.2784,136.6,30.862,5
48.678375,-64.277905,139,30.949,4
48.67767,-64.27741,140.1,31.035,2
48.677045,-64.27698,139.5,31.112,0
48.67642,-64.27655,139.3,31.188,0
48.675875,-64.276175,139.8,31.255,0
48.67533,-64.2758,140.7,31.322,1
48.674535,-64.275265,141.6,31.418,1
48.67374,-64.27473,141.4,31.515,0
48.672928,-64.274199,140.4,31.614,-1
48.672115,-64.273668,137.3,31.712,-2
48.671303,-64.273138,137,31.811,-2
48.670491,-64.272607,138.1,31.909,0
48.669678,-64.272076,137.6,32.008,0
48.668866,-64.271545,137,32.106,-1
48.668054,-64.271015,132.7,32.205,-2
48.667242,-64.270484,125.1,32.303,-6
48.666429,-64.269953,119,32.402,-7
48.665617,-64.269422,120.2,32.5,-2
48.664805,-64.268892,120,32.599,1
48.663992,-64.268361,118.1,32.697,-1
48.66318,-64.26783,114.8,32.796,-3
48.66273,-64.26756,112.6,32.849,-4
48.66218,-64.26734,108.7,32.913,-5
48.661685,-64.267155,105.3,32.969,-6
48.66119,-64.26697,104,33.026,-4
48.6605,-64.266685,104,33.106,-1
48.65981,-64.2664,102.9,33.185,-1
48.65912,-64.266115,102.3,33.265,-1
48.65843,-64.26583,103.6,33.345,0
48.65779,-64.26553,105.1,33.419,2
48.65725,-64.26519,104,33.484,0
48.65664,-64.26476,100.5,33.559,-3
48.65598,-64.26434,97.2,33.639,-4
48.65541,-64.26392,90.6,33.71,-7
48.65494,-64.26363,86.9,33.766,-8
48.6546,-64.26348,85.9,33.805,-7
48.65434,-64.26346,86.7,33.834,-3
48.65408,-64.26343,87.6,33.864,-2
48.65385,-64.26345,87.7,33.889,1
48.65342,-64.26343,86.6,33.937,0
48.65314,-64.26336,86.2,33.969,-1
48.65281,-64.26313,86.7,34.009,-1
48.65235,-64.26268,88.5,34.07,2
48.65198,-64.26224,88.9,34.122,2
48.65161,-64.26186,89.7,34.172,1
48.65124,-64.26163,94,34.217,4
48.65096,-64.26141,96.6,34.252,6
48.65065,-64.2611,98.4,34.293,7
48.650285,-64.260605,98.6,34.348,4
48.64992,-64.26011,98.9,34.402,0
48.64937,-64.2593,99.4,34.488,1
48.64894,-64.25864,96,34.556,-2
48.64845,-64.25789,94,34.633,-4
48.64791,-64.25714,97.4,34.715,1
48.6474,-64.25635,98.1,34.796,3
48.64705,-64.25586,97,34.849,0
48.6467,-64.25537,95.4,34.902,-3
48.6461,-64.2545,91.1,34.995,-4
48.64559,-64.25374,88,35.075,-4
48.64506,-64.25299,85.8,35.155,-3
48.64456,-64.25227,84,35.232,-3
48.64407,-64.25146,81.2,35.313,-3
48.64368,-64.25073,80,35.382,-3
48.64329,-64.24993,78,35.455,-2
48.64293,-64.24937,77.7,35.513,-2
48.64247,-64.24878,78,35.58,0
48.642085,-64.24832,77.7,35.634,0
48.6417,-64.24786,77,35.689,-1
48.641335,-64.2474,77.2,35.742,-1
48.64097,-64.24694,78.8,35.795,2
48.640505,-64.24641,82.5,35.86,5
48.64004,-64.24588,87.5,35.924,7
48.63968,-64.245435,89.2,35.976,6
48.63932,-64.24499,91.4,36.028,4
48.63876,-64.24434,94,36.106,4
48.63833,-64.24385,97.2,36.166,4
48.6379,-64.24336,99.7,36.226,5
48.63736,-64.2427,100,36.303,2
48.63671,-64.2419,96.4,36.397,-2
48.63605,-64.24113,90.5,36.49,-5
48.63566,-64.240675,88.3,36.544,-5
48.63527,-64.24022,85,36.599,-5
48.6349,-64.23978,82.7,36.652,-5
48.63453,-64.23934,79.4,36.704,-5
48.63399,-64.23868,72.8,36.781,-8
48.63344,-64.238,65.5,36.86,-9
48.63274,-64.23718,58.4,36.959,-8
48.63222,-64.23656,54.2,37.033,-7
48.6317,-64.23595,51.3,37.106,-5
48.63123,-64.23537,48.4,37.173,-4
48.63086,-64.23495,45.3,37.225,-5
48.63035,-64.23437,41.3,37.296,-6
48.62994,-64.23385,39.9,37.355,-4
48.62945,-64.23327,37.1,37.425,-3
48.62888,-64.23259,34.8,37.505,-3
48.62852,-64.23198,31.3,37.566,-4
48.62847,-64.23192,31,37.573,-4
48.62838,-64.23185,30.5,37.584,-4
48.62804,-64.23158,27.9,37.627,-6
48.62762,-64.2312,25.3,37.681,-5
48.62742,-64.23105,23.2,37.706,-6
48.62728,-64.23096,22.7,37.723,-6
48.62714,-64.23091,21.8,37.739,-5
48.62698,-64.23089,21,37.757,-5
48.62679,-64.23091,20.7,37.778,-5
48.62656,-64.23096,19.7,37.804,-5
48.62638,-64.23101,18.7,37.824,-4
48.62611,-64.23109,16.1,37.855,-5
48.6261,-64.23117,16.4,37.861,-4
48.62611,-64.23128,16.9,37.869,-4
48.62611,-64.2314,16.9,37.878,-3
48.62611,-64.23152,17.1,37.887,-3
48.62611,-64.23161,17.5,37.893,-3
48.6261,-64.23181,18.5,37.908,-1
48.62606,-64.23228,19.7,37.943,1
48.62603,-64.23254,19.3,37.962,3
48.62598,-64.23279,18.7,37.982,2
48.62585,-64.23344,18.2,38.032,0
48.62559,-64.23457,16.8,38.12,-1
48.62541,-64.23531,15.1,38.178,-2
48.62531,-64.23581,13.9,38.216,-2
48.62526,-64.23605,13.4,38.235,-3
48.62519,-64.2365,13.5,38.269,-2
48.62518,-64.23664,12.4,38.279,-3
48.62516,-64.23686,10.4,38.295,-4
48.62514,-64.23717,8.3,38.318,-5
48.62513,-64.23754,7.8,38.345,-5
48.62513,-64.23789,7.8,38.371,-6
48.62514,-64.23817,8.9,38.392,-3
48.62515,-64.23862,10.2,38.425,2
48.62517,-64.23905,14,38.457,6
48.6252,-64.23987,14.6,38.517,5
48.62524,-64.24059,8.9,38.57,-5
48.62526,-64.24109,5.5,38.607,-6
48.62527,-64.24152,6.2,38.639,-7
48.62528,-64.24208,12.5,38.68,3
48.62529,-64.24275,21.9,38.729,13
48.62529,-64.24342,24.8,38.779,13
48.62528,-64.24402,23.4,38.823,8
48.62526,-64.24473,21.8,38.875,0
48.62522,-64.24542,20.9,38.926,-2
48.6252,-64.24591,20.9,38.962,-2
48.62517,-64.24636,20.3,38.995,-1
48.62513,-64.24696,20.9,39.04,0
48.62507,-64.24752,21.6,39.082,1
48.625,-64.24822,21.3,39.134,1
48.62492,-64.24888,22.7,39.183,1
48.62482,-64.24956,21.3,39.234,0
48.62474,-64.25013,20.6,39.277,-1
48.62465,-64.25072,20.2,39.322,-2
48.62453,-64.25136,20.8,39.371,0
48.62443,-64.25185,20.5,39.408,0
48.62433,-64.25241,19.3,39.451,-1
48.6242,-64.25297,17,39.495,-3
48.62408,-64.25348,14.6,39.535,-5
48.6239,-64.25418,15.2,39.59,-3
48.62373,-64.25481,14.9,39.64,0
48.623443,-64.255763,7.1,39.717,-6
48.623157,-64.256717,12.4,39.794,-2
48.62287,-64.25767,10.3,39.871,2
48.62258,-64.25863,9.1,39.949,-2
48.62229,-64.25959,7.7,40.026,-2
48.622105,-64.26022,8.6,40.077,0
48.62192,-64.26085,9.7,40.128,2
48.62167,-64.26165,11.7,40.193,3
48.62142,-64.26245,10.5,40.258,1
48.62111,-64.26351,8.6,40.343,-2
48.62079,-64.26458,5.9,40.43,-3
48.62051,-64.2655,6.7,40.504,-1
48.62039,-64.26596,7.6,40.541,2
48.62022,-64.26656,8.5,40.589,2
48.62012,-64.26697,9.2,40.621,2
48.62001,-64.26744,10.1,40.658,2
48.61991,-64.26784,9,40.689,0
48.61983,-64.26818,8.1,40.716,0
48.61969,-64.2689,5.4,40.771,-4
48.61958,-64.26951,3.2,40.817,-5
48.61944,-64.27023,1.9,40.873,-3
48.61934,-64.27073,3.5,40.911,-1
48.61919,-64.27149,8.8,40.969,4
48.61909,-64.27199,14.8,41.008,10
48.61899,-64.27253,20,41.049,12
48.61891,-64.27295,20,41.081,10
48.61881,-64.27346,20,41.121,5
48.61871,-64.27396,18.6,41.159,-1
48.61862,-64.27444,9.7,41.196,-9
48.61848,-64.27503,3.1,41.242,-14
48.6184,-64.27536,2.7,41.268,-15
48.61822,-64.27603,2.7,41.321,-6
48.61812,-64.2764,2.1,41.35,-1
48.61803,-64.27671,1.6,41.375,-1
48.61792,-64.27718,1.9,41.412,-1
48.61788,-64.27733,2.1,41.424,-1
48.61786,-64.27746,2.3,41.434,0
48.61782,-64.27772,2.3,41.453,0
48.61776,-64.27812,2.2,41.483,1
48.61771,-64.27848,2.4,41.511,1
48.61768,-64.27902,1.8,41.55,0
48.61768,-64.28031,0,41.645,-2
48.61769,-64.28093,0,41.691,-1
48.61769,-64.2815,0,41.733,-1
48.617695,-64.282205,2.6,41.785,2
48.6177,-64.28291,5.7,41.837,6
48.61771,-64.28381,6.6,41.903,3
48.61773,-64.28489,6.6,41.982,1
48.61773,-64.28539,5.8,42.019,-1
48.61774,-64.28598,4.9,42.063,-1
48.61774,-64.28635,4.7,42.09,-2
48.61775,-64.28675,4.8,42.119,-1
48.61778,-64.28718,5.1,42.151,-1
48.61782,-64.28759,5.3,42.182,0
48.61785,-64.28795,5.5,42.208,1
48.61788,-64.28819,5.7,42.226,1
48.61792,-64.28844,5.9,42.245,1
48.61795,-64.28867,6.2,42.263,1
48.61799,-64.28887,7,42.278,1
48.61809,-64.28948,8.7,42.324,3
48.61823,-64.29028,8.7,42.385,2
48.61831,-64.29065,9.4,42.414,2
48.61845,-64.29155,11,42.482,1
48.61854,-64.29224,12,42.534,2
48.61862,-64.2929,12,42.583,1
48.61865,-64.29337,13.2,42.618,2
48.61868,-64.29381,13.7,42.65,1
48.61872,-64.29447,14.7,42.699,2
48.61874,-64.2956,17.1,42.782,3
48.61873,-64.29664,19.3,42.859,3
48.618705,-64.297575,16.8,42.928,0
48.61868,-64.29851,16.7,42.996,-2
48.61866,-64.299305,16.4,43.055,0
48.61864,-64.3001,17.1,43.114,0
48.6186,-64.30145,15.7,43.213,0
48.61859,-64.30206,15.6,43.258,-1
48.618555,-64.30296,16.3,43.324,0
48.61852,-64.30386,16.8,43.391,1
48.61847,-64.30445,16.2,43.434,0
48.61841,-64.30504,16.8,43.478,0
48.61836,-64.30543,17.6,43.507,1
48.6183,-64.30584,18.1,43.538,2
48.61816,-64.30655,18.3,43.593,1
48.61808,-64.30698,17.8,43.626,0
48.61796,-64.30757,18.1,43.671,0
48.61776,-64.30852,18.3,43.745,0
48.61759,-64.30928,20,43.804,1
48.61742,-64.31004,20.1,43.863,2
48.61724,-64.310815,21,43.923,1
48.61706,-64.31159,20.9,43.984,1
48.6169,-64.31234,20,44.042,-1
48.61673,-64.31307,18,44.099,-3
48.61656,-64.31389,16.6,44.162,-3
48.61639,-64.31471,17,44.225,-1
48.61623,-64.31558,17.5,44.291,1
48.61616,-64.31606,17.7,44.328,1
48.61609,-64.31658,16.7,44.367,0
48.61604,-64.31715,17.5,44.409,0
48.61599,-64.31794,17.7,44.467,1
48.61601,-64.31897,17.8,44.543,0
48.61606,-64.31985,16.1,44.608,-1
48.61616,-64.321,17.7,44.694,0
48.61621,-64.32167,16.1,44.743,0
48.61622,-64.32214,13.4,44.778,-2
48.6162,-64.32272,10.9,44.821,-5
48.61617,-64.32326,9.7,44.86,-5
48.61605,-64.3239,9,44.909,-3
48.61594,-64.32438,8.4,44.947,-2
48.61582,-64.3248,8,44.98,-1
48.61568,-64.32523,6.7,45.016,-2
48.61554,-64.32557,8,45.045,-1
48.61516,-64.32658,7,45.131,0
48.6147,-64.32765,6,45.225,-1
48.61424,-64.32872,5,45.319,-1
48.61406,-64.32916,3.2,45.357,-2
48.61388,-64.32959,5,45.394,-1
48.61367,-64.33004,5,45.435,0
48.61328,-64.33086,6,45.509,1
48.61313,-64.33113,6,45.535,1
48.61302,-64.3313,6,45.553,1
48.61291,-64.33148,6.3,45.571,1
48.61274,-64.33172,7,45.596,1
48.6126,-64.33189,7,45.616,1
48.61244,-64.33207,7,45.639,1
48.61225,-64.33226,7.1,45.664,1
48.61197,-64.33248,8,45.699,1
48.61157,-64.33275,8.1,45.748,1
48.61131,-64.33286,9,45.778,2
48.61104,-64.33293,10,45.808,2
48.61048,-64.33302,10.4,45.871,2
48.61026,-64.33302,11,45.896,2
48.61009,-64.33299,11.7,45.915,2
48.60989,-64.33294,12.9,45.937,2
48.60968,-64.33287,13.1,45.961,2
48.6095,-64.3328,13.8,45.982,3
48.60936,-64.33273,14,45.998,3
48.60917,-64.33262,14.7,46.021,3
48.60898,-64.3325,15,46.044,2
48.60888,-64.33242,14.9,46.056,2
48.60879,-64.33236,15,46.067,2
48.60864,-64.33223,15.1,46.087,1
48.60845,-64.33204,15.5,46.112,1
48.60817,-64.33178,15.9,46.149,1
48.6079,-64.33148,15.5,46.186,0
48.607315,-64.33084,15.3,46.266,-1
48.60673,-64.3302,15.3,46.347,0
48.606175,-64.32958,16,46.423,0
48.60562,-64.32896,16.3,46.5,1
48.60505,-64.328327,18.1,46.579,1
48.60448,-64.327693,19,46.658,2
48.60391,-64.32706,18.8,46.736,0
48.60335,-64.32643,18.6,46.814,0
48.60272,-64.32572,16.5,46.902,-1
48.60206,-64.32499,14.7,46.993,-2
48.60163,-64.3245,11.4,47.053,-3
48.6012,-64.32401,9.8,47.112,-4
48.600795,-64.323565,9.8,47.168,-1
48.60039,-64.32312,11.2,47.224,1
48.5997,-64.32234,13.8,47.32,3
48.59927,-64.3218,14.9,47.382,2
48.59924,-64.32176,14.9,47.387,2
48.59921,-64.32171,15,47.391,2
48.59904,-64.32145,15,47.418,2
48.59878,-64.32097,13.8,47.464,0
48.59857,-64.32052,10.4,47.505,-4
48.59837,-64.32,7.2,47.549,-6
48.59828,-64.31979,5.9,47.567,-8
48.59821,-64.31956,5,47.586,-7
48.59814,-64.31934,5,47.604,-6
48.59807,-64.31907,5.2,47.625,-4
48.59795,-64.31858,7.4,47.664,0
48.59783,-64.31801,10.1,47.708,5
48.597625,-64.31697,11.3,47.788,3
48.59742,-64.31593,14,47.868,2
48.597215,-64.31489,13.7,47.947,1
48.59701,-64.31385,14.9,48.027,1
48.59685,-64.31305,15.8,48.089,2
48.596695,-64.312275,14.1,48.149,-1
48.59654,-64.3115,12.9,48.208,-2
48.59628,-64.31022,12.2,48.307,-1
48.59617,-64.30971,13,48.346,0
48.59612,-64.30951,14,48.362,1
48.59607,-64.30937,14,48.374,1
48.596,-64.30914,14,48.392,1
48.59589,-64.30883,13.1,48.418,1
48.59581,-64.30861,13,48.437,1
48.59567,-64.30826,12,48.467,-2
48.59554,-64.30797,12,48.493,-2
48.5953,-64.30753,11,48.535,-2
48.59499,-64.30706,10,48.583,-2
48.5945,-64.30637,9.4,48.658,-1
48.594115,-64.305925,9.1,48.712,-1
48.59373,-64.30548,10,48.766,1
48.59331,-64.305,10.9,48.824,2
48.59289,-64.30452,10,48.883,0
48.59219,-64.30372,7.3,48.981,-2
48.591755,-64.303225,4.4,49.041,-4
48.59132,-64.30273,3,49.102,-4
48.59097,-64.30233,2,49.151,-2
48.5907,-64.30202,1.8,49.189,-2
48.59051,-64.30179,1.8,49.216,-1
48.59015,-64.30139,2.6,49.265,1
48.58986,-64.30105,3.5,49.306,1
48.58945,-64.30059,5.9,49.363,3
48.58914,-64.30023,6,49.407,2
48.58878,-64.29982,4.9,49.457,1
48.58856,-64.29959,4.3,49.487,-1
48.58836,-64.29941,3.2,49.512,-3
48.58813,-64.2992,3,49.542,-2
48.58787,-64.299,2.1,49.575,-2
48.58769,-64.29886,2.2,49.597,-2
48.58748,-64.29872,2.2,49.623,-1
48.58725,-64.2986,2,49.65,-1
48.58702,-64.2985,1.9,49.677,0
48.58682,-64.29844,1.4,49.699,-1
48.58665,-64.2984,1,49.719,-1
48.5864,-64.29837,1,49.746,-1
48.58614,-64.29837,1,49.775,-1
48.58596,-64.29839,0.8,49.795,-1
48.58577,-64.29842,0.3,49.817,-1
48.58559,-64.29848,0,49.837,-1
48.58541,-64.29854,0,49.858,-1
48.58508,-64.29866,0,49.896,-1
48.58495,-64.29873,0,49.911,-1
48.58483,-64.2988,0,49.925,0
48.58463,-64.29894,0,49.95,0
48.58447,-64.29906,0,49.97,0
48.58435,-64.29916,0,49.985,0
48.58415,-64.29939,0,50.013,0
48.58397,-64.2996,0,50.038,0
48.58388,-64.29975,0,50.053,0
48.58366,-64.30009,0,50.088,0
48.58346,-64.30044,0,50.122,0
48.58328,-64.3008,0,50.155,0
48.58309,-64.30121,0,50.192,0
48.58289,-64.30169,0,50.234,0
48.58265,-64.30235,0,50.29,0
48.58248,-64.30281,0,50.328,0
48.58224,-64.30349,0,50.385,0
48.58198,-64.30414,0,50.441,0
48.58183,-64.30445,0,50.469,0
48.58163,-64.30479,0.8,50.503,1
48.58143,-64.30506,1,50.533,1
48.58122,-64.30532,1,50.563,1
48.58105,-64.30551,1,50.586,1
48.58088,-64.30566,1,50.608,0
48.58069,-64.30582,1.5,50.633,1
48.58053,-64.30593,2,50.652,1
48.58034,-64.30606,2,50.675,1
48.58014,-64.30616,2,50.699,1
48.57996,-64.30623,2.2,50.719,1
48.5798,-64.30629,3,50.738,1
48.57962,-64.30634,3,50.758,1
48.57943,-64.30638,3,50.78,1
48.57922,-64.30639,3.5,50.803,1
48.57907,-64.30639,4,50.82,2
48.57869,-64.30633,4,50.862,1
48.57842,-64.30627,4.3,50.893,1
48.57788,-64.30609,5,50.954,1
48.57728,-64.30588,5,51.023,0
48.57668,-64.30567,5,51.091,0
48.57612,-64.3055,5,51.155,0
48.5753,-64.30523,5,51.248,0
48.57492,-64.30507,5,51.292,0
48.57455,-64.30489,5,51.335,0
48.57428,-64.30476,5,51.367,0
48.57385,-64.304485,4,51.419,-1
48.57342,-64.30421,3.1,51.471,-2
48.57269,-64.30366,2,51.562,-1
48.5721,-64.30309,1,51.64,-1
48.57173,-64.302705,1,51.69,-1
48.57136,-64.30232,1,51.74,0
48.570813,-64.301723,1,51.815,0
48.570267,-64.301127,1.5,51.89,0
48.56972,-64.30053,3.6,51.965,2
48.569205,-64.29994,4,52.037,2
48.56869,-64.29935,3.9,52.109,0
48.568315,-64.29895,3,52.16,-1
48.56794,-64.29855,4.8,52.211,1
48.567525,-64.29813,6,52.267,3
48.56711,-64.29771,7.1,52.322,2
48.566705,-64.29732,8.4,52.376,2
48.5663,-64.29693,9.8,52.429,3
48.56603,-64.29667,10.4,52.465,2
48.56555,-64.29623,11,52.527,2
48.56536,-64.29606,11.2,52.552,1
48.56535,-64.29606,11.2,52.553,1
48.5652,-64.29593,11,52.572,1
48.5648,-64.2956,10,52.623,0
48.56413,-64.2951,8,52.706,-2
48.56346,-64.2946,6,52.789,-2
48.56292,-64.29421,4.9,52.856,-2
48.56245,-64.29389,4.2,52.913,-1
48.56198,-64.29357,4.2,52.971,-1
48.56121,-64.29323,3,53.06,-1
48.56071,-64.29305,3,53.117,-1
48.5602,-64.29293,2.5,53.175,0
48.55979,-64.29286,2.8,53.221,0
48.55945,-64.29284,3.6,53.258,0
48.55917,-64.29284,4.3,53.29,2
48.5583,-64.2929,6.3,53.387,2
48.55769,-64.29304,6,53.455,1
48.55684,-64.29326,6.4,53.551,0
48.55619,-64.29344,7.4,53.625,1
48.555705,-64.293565,8.1,53.68,1
48.55522,-64.29369,9.2,53.734,2
48.55507,-64.29375,10.3,53.752,2
48.55494,-64.29382,11.3,53.767,3
48.55481,-64.29389,12.1,53.782,4
48.55472,-64.29396,13.2,53.794,4
48.55462,-64.29404,14.7,53.806,5
48.55446,-64.2942,16.9,53.828,6
48.55422,-64.29446,18.2,53.86,7
48.55405,-64.29471,18.8,53.887,6
48.55395,-64.29487,20,53.903,6
48.55387,-64.29501,20.7,53.917,5
48.55381,-64.29512,20.7,53.927,5
48.55374,-64.29529,20.4,53.942,3
48.55365,-64.29552,21,53.962,3
48.55361,-64.29564,21.3,53.972,3
48.55355,-64.29577,22,53.983,3
48.55349,-64.29587,22.2,53.993,3
48.55342,-64.29597,22.9,54.004,3
48.55339,-64.29601,23,54.008,3
48.55335,-64.29606,23,54.014,3
48.55328,-64.29613,23,54.023,2
48.5532,-64.2962,23.1,54.034,2
48.5531,-64.29627,23.7,54.046,3
48.55296,-64.29634,24.5,54.062,3
48.55286,-64.29637,25.1,54.074,4
48.55275,-64.29638,26.1,54.086,4
48.5526,-64.29637,28,54.103,5
48.55247,-64.29633,29.4,54.118,6
48.5523,-64.29626,30.2,54.137,7
48.55218,-64.2962,30.6,54.151,7
48.55207,-64.29612,31.4,54.165,7
48.55194,-64.29601,32.3,54.181,7
48.55183,-64.2959,33.1,54.196,6
48.55174,-64.29579,33.6,54.209,5
48.55164,-64.29566,33.6,54.224,4
48.55151,-64.29544,34.9,54.245,4
48.55134,-64.29515,39.2,54.274,7
48.55121,-64.29493,41.5,54.296,8
48.55109,-64.29478,42.4,54.313,8
48.551,-64.29468,42.8,54.325,9
48.55086,-64.29453,44.4,54.345,9
48.55075,-64.29445,45,54.358,9
48.55046,-64.29424,47,54.394,7
48.55021,-64.29408,49.5,54.424,6
48.54997,-64.29392,52.8,54.453,8
48.54983,-64.29381,55.3,54.471,9
48.54973,-64.29369,57.1,54.485,10
48.54962,-64.29354,59.9,54.502,12
48.54955,-64.2934,61.5,54.515,12
48.54949,-64.29324,63,54.528,13
48.54945,-64.2931,63.9,54.539,13
48.54942,-64.29298,64.6,54.549,12
48.54937,-64.29279,66.3,54.564,12
48.5493,-64.29249,68.5,54.587,11
48.54921,-64.29221,70.8,54.61,10
48.54916,-64.29204,72.2,54.624,10
48.54908,-64.29185,73.3,54.641,9
48.54901,-64.29173,74.3,54.652,9
48.5489,-64.29157,74.9,54.669,8
48.54876,-64.29139,75.5,54.69,7
48.54845,-64.29103,77,54.733,4
48.54832,-64.29088,77.3,54.752,4
48.54819,-64.2907,77.7,54.771,3
48.54806,-64.29049,79.1,54.792,4
48.5479,-64.2902,79.1,54.82,3
48.54772,-64.2898,78.3,54.856,1
48.54766,-64.28963,78.4,54.87,1
48.54759,-64.28943,79.6,54.887,2
48.54757,-64.28932,79.8,54.895,1
48.54756,-64.28923,79.8,54.902,1
48.54754,-64.2891,79.3,54.912,0
48.54751,-64.2888,77.8,54.934,-1
48.54749,-64.28858,76.5,54.95,-2
48.54749,-64.28838,75.3,54.965,-3
48.54749,-64.28818,74.5,54.98,-4
48.54749,-64.28801,73.5,54.992,-6
48.54748,-64.28785,72.6,55.004,-7
48.54745,-64.28768,70.8,55.017,-8
48.54742,-64.2875,69.5,55.031,-8
48.54735,-64.28731,68.1,55.047,-9
48.54727,-64.28715,67.1,55.062,-8
48.54699,-64.28663,62.8,55.111,-9
48.54686,-64.2864,61.5,55.133,-8
48.54675,-64.28618,61.5,55.154,-6
48.54665,-64.28594,61.5,55.175,-5
48.54658,-64.28574,61.7,55.191,-4
48.54651,-64.28555,61.8,55.207,-4
48.54638,-64.28513,60.6,55.241,-1
48.5463,-64.28482,58.6,55.266,-3
48.54624,-64.28458,56.8,55.285,-4
48.54622,-64.28436,55.9,55.301,-5
48.5462,-64.28419,55.6,55.314,-6
48.54619,-64.28395,55.8,55.332,-5
48.54619,-64.28375,55.8,55.346,-5
48.54618,-64.28353,53.4,55.363,-6
48.54615,-64.28324,50.7,55.384,-7
48.54612,-64.28308,50.2,55.397,-6
48.54609,-64.28295,49.6,55.407,-6
48.54606,-64.28284,49.3,55.415,-6
48.54603,-64.28274,48.8,55.424,-6
48.54591,-64.28247,49.6,55.448,-6
48.54571,-64.28205,49.1,55.486,-2
48.54547,-64.28154,47.6,55.532,-1
48.54531,-64.28126,47.7,55.559,-2
48.54523,-64.28112,47.6,55.573,-2
48.54501,-64.2808,45.3,55.607,-3
48.54479,-64.28053,41.5,55.638,-6
48.54454,-64.28023,37.4,55.674,-10
48.54441,-64.28003,35.4,55.694,-10
48.5443,-64.27987,33.1,55.711,-12
48.5442,-64.27967,30.4,55.73,-12
48.54414,-64.27955,29.5,55.741,-12
48.54402,-64.27922,31.2,55.769,-8
48.54385,-64.27869,36.2,55.812,3
48.54356,-64.27764,40.6,55.896,7
48.54355,-64.27755,40.7,55.903,7
48.54349,-64.27729,40.3,55.923,4
48.54346,-64.27703,39.1,55.942,2
48.54345,-64.27683,37.9,55.957,1
48.54344,-64.27661,37.1,55.973,1
48.54345,-64.27607,35.6,56.013,-5
48.54348,-64.27574,35.6,56.038,-4
48.5435,-64.27542,32.7,56.061,-5
48.5435,-64.27527,31.5,56.073,-6
48.5435,-64.27516,30.8,56.081,-6
48.54349,-64.27488,29.3,56.101,-6
48.54347,-64.27468,27.1,56.116,-8
48.54347,-64.27462,26.6,56.121,-8
48.54346,-64.27457,26,56.125,-9
48.54341,-64.2743,23,56.145,-12
48.54338,-64.27419,21.9,56.154,-12
48.54331,-64.27395,21.1,56.173,-10
48.54323,-64.27372,22.8,56.192,-7
48.54305,-64.27326,29.5,56.232,3
48.54294,-64.27297,32.9,56.256,11
48.54283,-64.27274,34.3,56.277,13
48.54252,-64.27221,34.2,56.329,8
48.54219,-64.27171,38.1,56.381,4
48.54191,-64.27129,44.5,56.425,7
48.54178,-64.27111,47.3,56.445,11
48.54167,-64.27092,50.1,56.464,12
48.54162,-64.27082,51.5,56.473,12
48.54158,-64.27072,52.5,56.481,14
48.54155,-64.2706,54,56.491,14
48.54151,-64.27042,56.4,56.505,15
48.5415,-64.27025,58.5,56.518,15
48.54149,-64.27017,59.1,56.524,15
48.54148,-64.26994,60.8,56.541,14
48.54146,-64.26949,66.7,56.574,15
48.54146,-64.26926,69.3,56.591,15
48.54145,-64.26912,70.6,56.601,15
48.54143,-64.26897,71.2,56.612,14
48.54141,-64.26883,72.5,56.623,13
48.54139,-64.26874,73.1,56.63,13
48.54137,-64.26864,74,56.638,13
48.54135,-64.26855,74.3,56.645,13
48.54127,-64.26833,75.1,56.663,12
48.54113,-64.268,75.5,56.692,6
48.54097,-64.26763,76,56.725,3
48.54077,-64.26712,75.5,56.768,0
48.5407,-64.26694,76,56.784,1
